title,content,label
"Onkologický ústav v Košiciach funguje napriek pandémii: Riaditeľ upozorňuje pacientov, aby nezabúdali na toto!","Aj nás sa však týka covid, ktorý zasiahol takisto našich zamestnancov, ale urobili sme všetky opatrenia, aby toto ochorenie do VOÚ nepreniklo.",0
Lekárka Kušíková bola v Afganistane či Iraku: Prihlásila som sa na Ukrajinu. Ísť do Mariupola by som zrejme nemala odvahu,Ako vyzerá práca lekára vo vojnovej zóne?,0
"Pred dovolenkou je užitočné zistiť si, čo všetko poisťovňa prepláca","Dôvodom na sťažnosť a požadovanie náhrady škody sú prípady, ak nie je zabezpečená čistota a hygiena ubytovania, ak je hmyz v hromadnom výskyte, posteľná bielizeň je špinavá alebo sú neupratané izby. Nespokojnosť s ubytovaním Odborník dodal, že na dovolenke sa môže vyskytnúť aj nespokojnosť s ubytovaním, ktorú treba riešiť s cestovnou kanceláriou (CK) alebo hotelom.",0
Nový premiér by mal dať ponuku na koalíciu,"Ale ak by si napríklad Ukrajina vzala úver z medzinárodného menového fondu, už tam by musela plniť veľmi prísne podmienky. Je tam návrh na redukciu 40 percent, to je obrovský tlak na priemysel. Je to ich práca. Je veľký omyl Ukrajiny, keď sa domnieva, že keď nie je schopná platiť Ruskej federácii za plyn alebo keď nie je schopná si urobiť poriadok vo financiách, že sa teraz priblíži k Európskej únii a únia to všetko zaplatí. Napríklad železiarsky a oceliarsky priemysel, U.S. Steel, Železiarne Podbrezová. Nechcem sa ho dotknúť, ale keď som mu postavil nejaké otázky k plynu, mal som pocit, že patrí k tej generácii politikov na Ukrajine, ktorí si myslia, že únia to zaplatí za nich. Pokiaľ ide o riziká ohľadne znižovanie emisií, ktorý priemysel na Slovensku by to konkrétne poškodilo? Pretože musíme teraz chrániť priemysel pred rastom cien elektrickej energie a jedna z ciest je, že sa na nejaký čas nebudú vydávať  nové licencie na obnoviteľné zdroje. Prečo Slovensko trvá na tom, že nepodporí žiadne znižovanie skleníkových plynov a žiadne čísla? Spochybnil jeden z dôkazov, ktorý som predložil o tom, ako klamali jeho firmy ľudí, ktorí si brali úvery na hranici úžery? Určite výroba hliníka v Žiari nad Hronom, výroba elektrickej energie z uhlia. Čiže ak zvýšime prudko záväzné ukazovatele pre obnoviteľné zdroje, vytvoríme veľký tlak na rast cien elektrickej energie. Ďalej obnoviteľné zdroje, napríklad z vetra veterné mlyny, neuveriteľne zdražujú cenu elektrickej energie.",1
Sulíkovci vyzvali Gašparoviča. „Nechajte závažné veci na Kisku“,"Vyzdvihla prácu straníckych kolegov Martina Poliačika a Lucie Nicholsonovej, ktorí sa zúčastnili na voľbách v okrskovej komisii v Jarovniciach, kde podľa Kiššovej upozornili na podozrenie z kupovania hlasov a podali pre to aj trestné oznámenie.",0
SDKÚ čaká kľúčové rozhodnutie. Či prežije,"„Akékoľvek programové ciele, či v ekonomike, v práve alebo v sociálnych veciach, musia na svojom konci zrozumiteľne riešiť dennodenné problémy ľudí,“ hlásal Pavol Frešo pred dvoma rokmi, keď kandidoval za šéfa strany.",0
"Strana SDKÚ je funkčná, tvrdí Frešo","Vždy mala ústa plné veľkej demokracie a toto je vnímanie vnútrostraníckej demokracie, ktoré momentálne prezentuje,"" reagoval na dianie v SDKÚ-DS minister práce Ján Richter (Smer-SD) v diskusnej relácii RTVS.",0
"Spartany sa dali kúpiť o milióny lacnejšie, varuje Galko","""Chcem spochybniť výhodnosť tejto ceny. ""Oproti obstaraným cenám lietadiel sa nám podarilo s partermi vyrokovať cenu 34,5 milióna eur za lietadlo,"" povedal Glváč s tým, že pôvodne sa počítalo so sumami od 37 do 42 mil. ""Situácia na trhu s lietadlami je priaznivá, hospodárska kríza predurčuje to, že by ceny mali zostať zachované oproti roku 2010, alebo by mali klesnúť,"" vysvetlil Galko.",1
Namiesto basy budú náramky,"Napriek tomu, že rozsudok si už vypočul, naďalej žije doma a dokonca aj chodí do práce.",0
Američania pýtajú za vrtuľníky pre našu armádu viac,"Základná cena za nákup deviatich amerických vojenských vrtuľníkov Sikorsky Black Hawk UH-60M nebude 450 miliónov dolárov, ako o tom v piatok 20. februára informovala americká Agentúra pre obrannú bezpečnosť a spoluprácu. Ministerstvo ešte v januári odhadlo cenu na približne 348 miliónov dolárov. Peniaze na takéto riešenie má Glváč podľa vlastných slov predrokované s ministrom financií aj s premiérom. Pre TASR to uviedla hovorkyňa ministerstva obrany Martina Balleková s tým, že cena základného kontraktu bude ešte predmetom rokovaní.",1
Osobnosti vyzvali Kisku: Zúčastnite sa v Moskve osláv konca vojny,"Humanitárna katastrofa a prerušený civilný život po zničení škôl, univerzít, nemocníc, mešít, tovární, inštitúcií, elektrární, obytných domov, obchodov, kanalizácie, atď.",0
"K Sulíkovi sa vracia Fořt. Poslanec, ktorý sa priznal k homosexualite","""Pripravili sme desatoro pre stredné a odborné školy, z čoho za najdôležitejšie považujem zjednotenie financovania v školstve, navýšenie financií do školstva a vyriešenie platov učiteľov a zatraktívnenie učiteľského statusu.“ Podľa Sulíka sa SaS vždy prezentovala ako strana odborníkov.",1
"Protiteroristický balík sa dotýka každého, tvrdí poslanec Gál","Kto kradne fľašu mlieka v obchode, nebude terorista,“ doplnil.",0
"Som nahraditeľný za minútu, ale mám ambíciu vyhrať aj ďalšie voľby, vyhlásil Fico","Chcem, aby sme zvládli dobre predsedníctvo, veci, ktoré sa týkajú hospodárskeho rastu, nezamestnanosti. Ja chcem robiť politiku, táto práca ma baví a myslím, že sa veľa podarilo.",0
Bohatý prístav,"Hoci ekonomika Portorika prevyšuje okolité latinskoamerické krajiny, problémom je vysoké percento nezamestnanosti a s ňou súvisiaca chudoba asi 45 % obyvateľstva a vysoký dlh – začiatkom tohto roka až okolo 70 miliárd dolárov pri počte obyvateľov okolo tri a pol milióna. Zisk zlatej medaily Moniky Puigovej na minuloročnej letnej olympiáde v Riu de Janeiru zvýšil záujem o tenis.",0
Opica a fotograf našli kompromis v spore o autorské práva na selfie,"Spor sa v pondelok skončil vydaním vyhlásenia, v ktorom Slater a PETA oznámili, že dosiahli kompromis: Slater súhlasil darovať 25 percent všetkých svojich príjmov za známu snímku dobročinným organizáciám, ktoré sa venujú ochrane vzácnych makakov chocholatých. Vyvolala však nielen záujem o Slaterovu prácu, ale aj spory o autorské práva, ktoré fotograf viedol s nadáciou Wikimedia, ktorá danú fotografiu použila vo svojej databáze a poskytuje ju ako voľne dostupné dielo.",0
Najlepšie zvieracie fotografie roka 2017: Víťaz si to odskákal!,"Hlavnú cenu získala fotka od Nanda Harmsena z Holandska, ktorému sa podarilo zachytiť vskutku elegantne vyzerajúci výskok koňa.",0
Vnímame svoju zodpovednosť za stav lesov: 23 signatárov podporilo dôležité memorandum,"""Je dôležité verejnosti priblížiť prácu lesníkov, ako pracujeme v lese, čo robíme, akým spôsobom. Ako tiež konštatovali, lesy zostanú jediným zdrojom dreva ako nenahraditeľnej, ekologickej a obnoviteľnej suroviny, ktorá je jedným z pilierov ľudskej civilizácie, pričom zdroje z jeho predaja zabezpečujú ekonomickú životaschopnosť lesného hospodárstva, čo je v zmysle dokumentov EÚ základom pre existenciu lesov. Chceme poukázať na to, že prácu v lese robíme tak, ako máme, rovnako ako v Rakúsku, Česku alebo v Poľsku. Liptovský Mikuláš) podpisom Memoranda o vzájomnej spolupráci 23 zástupcov vlastníkov a obhospodarovateľov lesov, združení fyzických a právnických osôb v lesnom hospodárstve, vedeckých, výskumných a vzdelávacích lesníckych inštitúcií na Slovensku. Medzi nimi Lesy SR, š. p., Vojenské lesy a majetky SR, š. p., Štátne lesy Tatranského národného parku, Národné lesnícke centrum, Technická univerzita vo Zvolene, Ústav ekológie lesa SAV, Zväz spracovateľov dreva SR, Slovenská lesnícka komora či Zväz celulózo-papierenského priemyslu SR. Signatári memoranda zdôraznili, že si uvedomujú svoju historickú zodpovednosť za stav lesov u nás a aj prudko meniace sa názory na poslanie lesov v modernej spoločnosti smerujúce k výraznejšiemu využívaniu ich celospoločenských úžitkov zameraných na rozvoj ochrany ovzdušia, pôdy, vody, biodiverzity a zmierňovania klimatických zmien. Memorandum je nástrojom, ako postupne zjednotiť všetku tú našu energiu na spravodlivé a pravdivé vysvetľovanie práce v lese,"" reagoval Staník. Momentálne je tá komunikácia voči práci lesníkov výrazne negatívna a vnímame ju ako nie spravodlivú a nie úplne pravdivú.",0
Mystika sexuality,"A po noci plnej vášne, sme schopní ráno plný života a sviežosti ísť do práce. Láska, ktorá si kladie podmienky, je v skutočnosti obchodom, výmenou darov, či skôr „tovarov“. Počas sexuálneho styku, stupne jeho produkcia na päťnásobok normálnej hodnoty. Vtedy mozog zníži produkciu fenyletylamínu a zvýši produkciu endorfínu, ktorý má rovnaký účinok ako morfín.",0
"Fanúšik zaplatil 3 milióny dolárov za obed s Warrenom Buffettom, vy si jeho najlepšie rady môžete prečítať zadarmo","Wall Street Journal konštatuje, že cena za tento druh stretnutia s miliardárskym investorom a filantropom sa od roku 2008 neustále pohybuje nad 1 miliónom USD.",0
"Kisku budem v pléne pozorne počúvať. Ak to bude potrebné, vyjadrím sa, vyhlásil Pellegrini","""Asi tri mesiace som predseda vlády, mám pred sebou obrovský kus práce, ak chcem pre túto krajinu ešte niečo spraviť a pokúsiť sa ju posúvať dopredu a k lepšiemu.",0
"Taliansko nezmení svoj rozpočet, uviedol minister hospodárstva G. Tria","Brusel/Rím 19. novembra (TASR) - Taliansko trvá na svojom rozpočtovom pláne na rok 2019 aj napriek kritike Európskej komisie (EK), povedal v pondelok po stretnutí ministrov financií eurozóny taliansky minister hospodárstva Giovanni Tria. EK návrh rozpočtu odmietla, pretože nezníži vysoký taliansky dlh, ako to vyžadujú fiškálne pravidlá Európskej únie (EÚ). EK rovnako ako Medzinárodný menový fond (MMF) považuje talianske rastové prognózy za príliš optimistické a ministri financií eurozóny podporujú tvrdý postoj EK, lebo sa obávajú, že Rím môže spustiť ďalšiu dlhovú krízu, podobnú tej z rokov 2011 a 2012. Samozrejme, že táto záležitosť sa netýka len Talianska, ale nás všetkých,"" povedal novinárom holandský minister financií Wopke Hoekstra. Taliansko nezmení svoj rozpočet, uviedol minister hospodárstva G. Tria",1
"Kažimír:Ak budem vymenovaný za guvernéra, budem brániť nezávislosť NBS","Bratislava 29. novembra (TASR) – Ak bude minister financií Peter Kažimír (Smer-SD) vymenovaný za guvernéra Národnej banky Slovenska (NBS), bude prvý, kto bude brániť nezávislosť tejto inštitúcie. Šéf rezortu financií ohlásil svoj záujem kandidovať na post guvernéra NBS v utorok (27. Šéf rezortu financií tak odpovedal na otázku opozičného poslanca Ondreja Dostála (SaS) v rámci tradičnej štvrtkovej Hodiny otázok v parlamente.",0
Obrovské šťastie: Silné zemetrasenie v Tichomorí nevyvolalo tsunami,"Spravodajca AFP v meste Kokopo uviedol, že po zemetrasení bola prerušená dodávka elektriny a ľudia vybiehali zo svojich domov.",0
Ideme na Tasmánsky polostrov,"Mestá boli preľudnené, pláca za prácu, ak práca bola, bola nízka, po krajine behali ľudia, ktorých hlad prinútil ukradnúť syr, slivkový koláč, ovcu, alebo jalovicu. Pár minút nato sme sa zastavili na Eaglehawk Neck, Krku orla, sto metrov dlhom úseku zeme, ktorý spája Tasmánsku pevninu a Tasmánsky polostrov. „Export“ ale zastavila americká nezávislosť.",0
Je spustenie stredných škôl chyba?,"Je to jedna z vecí ktoré, žiaľ, držia spustenie ekonomiky na uzde. Na jednu stranu je to veľmi dobrá a potešujúce správa – koniec koncov, rodičia sa musia starať o svoje deti a tým pádom je to bremeno ktoré ich drží ďalej od práce.",0
Tubapack získal za spoločenskú zodpovednosť ocenenie agentúry EcoVadis,"Akciová spoločnosť Tubapack, ktorá sídli v žiarskom priemyselnom parku, je na trhu nepretržite od roku 1973, aj keď v tých rokoch patrila výroba túb ešte pod Závod SNP. Akciová spoločnosť Tubapack, ktorá sídli v žiarskom priemyselnom parku, je na trhu nepretržite od roku 1973. Spoločnosť patrí medzi najväčších výrobcov túb v regióne strednej Európy a poskytuje služby zákazníkom kozmetického, chemického, potravinárskeho a farmaceutického priemyslu. V Tubapacku napríklad vo februári 2020 pridali do portfólia novú tubu, ktorá je vytvorená zo 100-percentného recyklovaného hliníka, čím zhodnocuje odpad vznikajúci pri výrobe.",0
Huawei údajne rokuje o predaji prémiových značiek smartfónov P a Mate,"Ani jeden zo zdrojov, ktoré nechceli byť menované, pretože rokovania sú dôverné, však nepozná cenu za značky P a Mate.",0
"ABBA sa vrátila, alebo čo je to vlastne digitálne turné?","Pozrite si8 top albumov, ktoré sa oplatí počúvať v auguste 2021 Organizátori od takýchto hi-tech koncertov sľubujú (okrem solídnych ziskov) zážitok, ktorý vraj bude porovnateľný s klasickým koncertom.",0
Zopár poznámok k slobode prejavu prokurátora,"Európsky súd pre ľudské práva vo svojej judikatúre uznal aplikáciu článku 10 Dohovoru na štátnych zamestnancov vo všeobecnosti (Vogt proti Nemecku, odsek 53 a Guja proti Moldavsku, odsek 52) a na zamestnancov justície (Wille proti Lichtenštajnsku, odseky 41-42, Brisc proti Rumunsku, odsek 89 týkajúci sa prokurátora).",0
Michal Šipoš prekvapuje: OĽaNO má napriek výhradám jasného najbližšieho partnera!,"Pripomenul, že vláda už avizovala predloženie návrhov na riešenie situácie s cenami energií ešte tento mesiac.",1
Za ministrami si stojím. Fico zmeny vo vláde odmieta,"Dodal, že mnoho oponentov KDH, z toho niektorí ""platení osočovatelia"", sa snažilo dohodu na ústavných zmenách prezentovať ako obchod medzi Smerom-SD a KDH.",0
Simon chce zakázať aj ťažbu zlata kyanidovou metódou,"Pripomenul, že to bol on, premiér Robert Fico (Smer-SD) a minister hospodárstva Tomáš Malatinský (nominant Smeru-SD), ktorí prijali baníkov a zástupcov obyvateľov Detvy.",0
Malatinský a Čaplovič končia. Fico ukázal nástupcov,"Mediálne známa je aj kauza okolo materiálu, ktorý ministerstvo hospodárstva pripravilo v súvislosti s odkúpením časti SPP. Noví ministri školstva a hospodárstva Rok 2014: Pokus s nestraníkom zrejme nevyšiel. Novým ministrom hospodárstva sa má stať Pavol Pavlis, šéfom školstva má byť Peter Pellegrini. Novým šéfom rezortu by sa mal stať súčasný štátny tajomník ministerstva financií Peter Pellegrini. Novým šéfom rezortu hospodárstva sa má stať bývalý štátny tajomník tohto ministerstva Pavol Pavlis. O tom, že premiér Fico nebol spokojný s jeho prácou, sa hovorilo už dlho. Peter Pellegrini nahradí Dušana Čaploviča na poste šéfa rezortu školstva a Pavol Pavlis nastúpi na ministerstvo hospodárstva namiesto Tomáša Malatinského. Pred nástupom do vlády Malatinský pracoval napríklad pre spoločnosť Elektrovod Holding, ktorá poskytuje služby štátnej akciovke Slovenská elektronizačná prenosová sústava, ktorá spadá práve pod hospodárstvo.",0
"Prezidentská kancelária nie je spokojná s návrhom rozpočtu, dostane menej","""Keďže je to návrh rozpočtu, Kancelária prezidenta SR ešte bude komunikovať s rezortom financií,"" uviedol pre TASR Petrus. zverejnilo ministerstvo financií.",0
"Rusko vníma úniu ako konkurujúce impérium, vyhlásil Lipšic","Dosiahnuť chce zriadenie environmentálneho ombudsmana, zníženie DPH na niektoré potraviny, zmeny pri určovaní otcovstva, ako aj zamedzenie nevýhodným predajom či prenájmom majetku vyšších územných celkov a obcí.",0
Zlá architektúra? Katalógové domy či vydláždené námestia,"Odborníkov sme sa pri udeľovaní Ceny za architektúru pýtali, aké stavby sú podľa nich najhoršie.",0
"Vedci vypli štátny slovník, kvôli Kažimírovmu rozpočtu","""Aby podporoval vedu tak, aby veda mohla existovať, aby nárast štátneho rozpočtu minimálne vykrýval infláciu, čiže my nechceme, aby nám dali to, čo nám dali minulý rok. AÚ SAV na starolesnianskych lúkach by mali skrátiť rozpočet o takmer 17 percent globálne a vyše 10 percent na mzdách. Chceme, aby vznikla určitá politika štátu, ktorá bude prejudikovať to, akým spôsobom sa bude vyvíjať rozpočet vo vzťahu k inflácii a toho, čo sa dáva do vedy,"" vysvetlil Breier. Každý, kto sa snaží dostať na stránku Slovníka slovenského jazyka si miesto preverenia gramatiky môže iba prečítať informáciu, že ""slovníky sa pridávajú k akcii zamestnancov SAV. Prepúšťanie by sa podľa jeho slov dostalo na úroveň niekde medzi 17 až 20 percent. Priemerná mzda vedcov sa tam pritom pohybuje na úrovni 900 eur v hrubom. Vedci zároveň súhlasia aj s tým, aby sa zmenila štruktúra financií, ktoré prúdia do vedy.",1
Ďalšia rošáda v školstve. Kiska vymenoval nového ministra,"3. júla 2014_x000D_
	Prezident Andrej Kiska prijal demisie ministra hospodárstva Tomáša Malatinského a šéfa rezortu školstva Dušana Čaploviča, ktorí ho o to požiadali 2. júla. Ministrom hospodárstva sa stal Tomáš Malatinský. Ministrom obrany sa stal Martin Glváč, ministrom vnútra Robert Kaliňák, ministrom financií Peter Kažimír, ministrom zahraničných vecí Miroslav Lajčák, ministrom spravodlivosti Tomáš Borec, ministrom dopravy, výstavby a regionálneho rozvoja Ján Počiatek, ministrom práce, sociálnych vecí a rodiny Ján Richter, ministrom školstva, vedy, výskumu a športu Dušan Čaplovič a šéfkou rezortu zdravotníctva Zuzana Zvolenská. Novým ministrom školstva sa stal Peter Pellegrini, ktorý bol štátnym tajomníkom rezortu financií. Pellegrini bol vtedy štátnym tajomníkom na ministerstve financií. Za nového ministra hospodárstva Kiska vymenoval doterajšieho štátneho tajomníka tohto rezortu Pavla Pavlisa.",0
Slovensko neuspelo v spore s vlastníkom Unionu. Odškodné musíme zaplatiť,"Slovensko neuspelo s návrhom na zrušenie rozsudku, podľa ktorého má zaplatiť miliónové odškodné súkromnému akcionárovi Union zdravotnej poisťovne spoločnosti Achmea za zákaz zisku počas prvej vlády Roberta Fica (na snímke). zákazu zisku pre zdravotné poisťovne za prvej Ficovej vlády.",1
"Na sneme sme nepredstavili volebný program, bráni Fico balíček","""Ideme to robiť bez toho, aby sme zvyšovali deficit a zadlžovanie. ""Slovensko z hľadiska zamestnanosti nemá lepšiu alternatívu a vy ste za tri roky nedokázali krajinu posunúť tak, aby mohla z hľadiska zamestnanosti konkurovať vyšehradskému priestoru,"" adresoval Ficovi, s tým, že Slovensko sa momentálne prikrýva deficitom. Najlepšiu sociálnu politiku však Figeľ vidí v udržateľnom raste a rozvoji zamestnanosti, prostredníctvom ktorej môže štát stavať ľudí na vlastné nohy.",0
"Fico: Nie som advokát Ruska, ale nečudujme sa, že majú svoj sankčný zoznam","Ale nepôjdem v mene ideologického súboja proti prúdu, ak ide o ekonomiku,"" deklaroval. Nás najviac trápi, ako sa vyvíja vzájomný obchod.",0
Kiska neútočil na Fica. Kritizoval ministrov (analýza prejavu),"„Nedá sa zdôvodniť, prečo štát nedokáže presadiť systém, takzvaný benchmarking, alebo, ak chcete, systém porovnávania cien, ktorý by vylučoval pochybnosti o nákupoch zdravotníckej techniky z verejných zdrojov,“ povedal prezident.",0
Teplári varujú pred anarchiou. Budovanie vlastných kotolní môže byť nebezpečné,"Ako povedal pre portál Webnoviny.sk predseda predstavenstva zväzu Miroslav Obšivaný, požadované zmeny v zákone by tiež priniesli vyššie ceny tepla s dopadom najmä na sociálne slabšie vrstvy obyvateľstva, ale aj zhoršené ovzdušie na sídliskách a neefektívnosť systémov centrálneho zásobovania teplom, ktorými sú dnes bezpečne zásobované skoro dva milióny obyvateľov Slovenska.",1
Poslanci sa zhodli. Odmietli kvóty na utečencov,"Parlament zároveň deklaruje ""pripravenosť SR pomáhať pri riešení tejto humanitárnej krízy"" s tým, že ""trvá na dobrovoľnosti príspevkov jednotlivých členských štátov v presídľovacích a premiestňovacích programoch v súlade s vyhlásením prijatým na mimoriadnom zasadnutí Európskej rady 23. apríla 2015 v rámci možností a kapacít jednotlivých členských štátov"".",0
Richard Sulík: Ficove balíčky? Ide o najväčšiu korupciu v histórii Slovenska,"Namiesto sociálnych balíčkov by SaS po úspechu vo voľbách zaviedla rovnú daň z príjmov vo výške 19 percent, ktorú by od roku 2019 znížila na 15 percent. Povedzte nám, koho by ste volili (anketa) Mihál: „Narušujú slobodnú súťaž“ Podpredseda liberálov Jozef Mihál vysvetlil, že opatrenia sociálneho balíčka môžu byť v rozpore s článkom ústavy, podľa ktorého hospodárstvo SR sa zakladá na princípoch sociálne a ekologicky orientovanej trhovej ekonomiky a SR chráni a podporuje hospodársku súťaž. Vratky za plyn podľa Mihála zasa zvýhodnia iba občanov, ktorí kúria plynom, naopak, znevýhodnia všetkých, ktorí plynom nekúria. „Trhová ekonomika znamená, že vláda nemôže presadzovať opatrenia, ktoré narušujú slobodnú súťaž,“ povedal Mihál.",1
"Parlament schválil nižšiu daň na potraviny. Je to cynické až obludné, odkazuje opozícia","Daň z pridanej hodnoty na vybrané potraviny sa zníži. ""A po vyrovnanom rozpočte budeme môcť tento zoznam rozšíriť,"" avizoval šéf rezortu financií. ""Ak ste sa tak rozhodli, mali ste to urobiť na všetky potraviny,"" apeloval na vládu Ivan Švejna (Most-Híd). ""Mrzí ma, že v zozname chýbajú potraviny typické pre slovenskú kuchyňu, ako sú zemiaky, cibuľa či kapusta,"" vymenoval poslanec OľaNO Igor Hraško. ""Ďakujem za celé dve minúty"" Opozícia pritom opäť aj dnes kritizovala postup, akým vládna strana Smer-SD predstavila zoznam potravín so zníženou daňou. Kažimírove obľúbené jedlo Je podľa neho škoda, že sa o takejto vážnej zmene nemohlo diskutovať vo výbore pre financie a rozpočet. Neúspešné pritom boli ďalšie podobné poslanecké návrhy opozície, ktoré smerovali predovšetkým k zníženiu dane na všetky potraviny. Opozícii chýbajú základné potraviny Zemiaky, cibuľa, bryndza či kapusta alebo ovocie. Parlament schválil nižšiu daň na potraviny. Rovnako faktickými poznámkami mohli reagovať aj dnes dopoludnia na prejav ministra financií Petra Kažimíra (Smer-SD). Rozpočtový dopad zníženia sadzby dane z pridanej hodnoty na vybrané potraviny sa bude v nasledujúcich rokoch pohybovať pri úrovni 80 mil. Sadzba dane z pridanej hodnoty na mäso, ryby, mlieko, maslo a chlieb tak od 1. januára 2016 klesne zo súčasných 20 percent na 10 percent. Sadzba dane z pridanej hodnoty na mäso, ryby, mlieko, maslo a chlieb tak od 1. januára budúceho roku klesne zo súčasných 20 % na 10 percent. To sú potraviny, ktoré chýbajú viacerým poslancom opozície v zozname tovarov s nižšou 10-% daňou z pridanej hodnoty (DPH). V roku 2017 by sa mal dopad zníženia sadzby dane na vybrané potraviny zvýšiť na 80,6 mil. V samotnom roku 2016 by sa mali vplyvom tohto opatrenia znížiť daňové príjmy o 76,9 mil. Verí však, že ak sa podarí presadiť, aby sa aktuálne znížená daň odzrkadlila v cenách potravín, vláda sa k tomuto opatreniu môže vrátiť. Vláda sa podľa neho akoby s ľuďmi hrá, časť potravín im zlacní teraz a zvyšné až po voľbách, ak opäť zvolia Smer-SD. Z mliečnych výrobkov sa do zoznamu vybraných potravín so zníženou sadzbou dostali iba samotné mlieko a maslo. Zoznam má vstúpiť do praxe od januára 2016 a na vybrané potraviny má znížiť daň zo súčasných 20 %. Zoznam potravín Konkrétne sa podľa schváleného návrhu znižuje sadzba dane na čerstvé a chladené hovädzie mäso, čerstvé a chladené bravčové mäso, čerstvé a chladené mäso z oviec a kôz, hydinové mäso čerstvé alebo chladené a taktiež čerstvé alebo chladené králičie mäso. Ďalší poslanci z KDH by pritom do zoznamu zaradili zdravé potraviny ako ovocie a zeleninu a niektorí zákonodarcovia by najradšej znížili daň na všetky potraviny.",1
"Fico nepovažuje Sieť za štandardnú stranu. Smeru hovoríme definitívne nie, odkázal Procházka","Dodal, že učitelia nie sú jediní na svete, poukázal na ďalších zamestnancov štátnej správy.",0
"Ak to pôjde takto ďalej, nakoniec predáme aj parlament, vyhlásil Danko","Vlastníctvo strategických podnikov je podľa SNS dôležité preto, aby štát mohol prostredníctvom nich realizovať svoju politiku a z ich ziskov hradiť sociálne programy. „Ktokoľvek podiel v strategickom podniku kúpi, nastaví ekonomiku tak, že sa mu to vráti a potom zarába.",0
"Procházka vylúčil rokovania s Ficom, ako premiéra si vie predstaviť Sulíka","„Osobitný dôraz budeme klásť na očistu verejného priestoru vrátane výluky schránkových firiem, na systémovú obnovu školstva zdravotníctva, na praktickú pomoc rodinám, na podporu malých a stredných zamestnávateľov a ich zamestnancov,“ skonštatoval Procházka.",0
"Ficova vláda zverejnila dlhočakávanú koaličnú dohodu. Pozrite sa, na čom sa zhodli","Aj o tomto hovorí koaličná zmluva, ktorú po neštandardne dlhom čase čakania napokon včera rozoslal médiám úrad vlády. Neviem si predstaviť iný dôvod na odkladanie než negatívne emócie,“ myslí si o dlhom čase čakania na zverejnenie koaličnej dohody politológ Tomáš Koziak.",0
"Drucker o bývalom kľúčovom mužovi zdravotníctva: Neexistuje spôsob, ako ho prepustiť","""Zákonník práce je v tomto prípade dosť striktný.""",0
"Nesúhlasím so zákazom extrémistických strán. Ak by vyhrali voľby, tak nás zrušia, tvrdí Lipšic","""Ale keď postavím mimo legálnu existenciu stranu, lebo tá ohrozuje demokratický poriadok, je to iné, ako zakázať ju za iný názor na minimálnu mzdu či registrované partnerstvá.",0
Predsedom Siete môže byť minister dopravy,"Kríza v najmenšej koaličnej strane pokračuje. Mojím cieľom je naplniť programové vyhlásenie vlády a naplno sa venovať práci v rezorte,“ odkázal Brecely.",0
"Čím horšie pre Smer, tým lepšie pre SNS. Politológovia hodnotia aktuálny prieskum","Kotleba – Ľudová strana Naše Slovensko by skončila so ziskom 8,4 percenta hlasov a v Národnej rade SR by obsadila 15 kresiel. – 20. júna preukázal, že ak by sa parlamentné voľby konali v polovici tohto mesiaca, vyhral by ich Smer-SD so ziskom 26,4 percenta hlasov.",0
"Máte veľký problém. Kaliňák by mal skončiť ako minister, odkazuje francúzska europoslankyňa","Prokuratúra predsa nepracuje sama, prokurátori väčšinou sedia v úrade a sú závislí od práce polície.",0
"Žitňanská: Protischránkovým zákonom odkrývame, s kým obchoduje štát","Protischránkový zákon by mal zaviesť väčšiu transparentnosť do obchodov medzi štátom a firmami zo súkromného sektora. V registri nebudú musieť figurovať ani banky, ktorým štát či obec spláca pôžičku, a tiež subjekty, ktoré dodávajú pre zastupiteľské úrady v zahraničí.",1
Poslanci rozhodli. Koncesionárske poplatky sa rušiť nebudú,"""Takéto ukotvenie koeficientu na ukazovateľ hrubého domáceho produktu odkazuje na navyšovanie príspevku v závislosti od výkonu slovenskej ekonomiky,"" doplnil Viskupič. Návrh neprešiel Koncesionárske poplatky dnes musí platiť každý odberateľ elektriny bez ohľadu na to, či sleduje alebo počúva vysielanie RTVS.",1
"Schôdza je zbytočná, vyhlásil Fico. A vyzval koalíciu, aby opustila rokovanie o jeho odvolaní","Nehovoríte o zamestnanosti, lebo je historicky najvyššia. Opozícia zbytočne vyrušuje vládu pri práci,"" povedal. Prečo nekričíte o nezamestnanosti?",1
Opozícia má problém s posúvaním rozpočtu,"Opoziční poslanci nechcú, aby sa zrušila lehota na predkladanie rozpočtu verejnej správy na rokovania vlády, tak ako to aktuálne navrhuje ministerstvo financií. Opoziční poslanci chcú, aby tak musel rezort financií robiť do 15. septembra.",0
"Vzniká strana, chce poraziť oligarchov a zostaviť vládu sama. Je za ňou hokejista aj gynekológ","Hovorí aj o zvýšení mzdy pedagogickým a nepedagogickým zamestnancom, o snahe vrátiť na Slovensko lekárov, ktorí odišli do zahraničia. Plánuje podporiť nájomné bývanie a zabezpečiť, aby nikto na Slovensku nezarábal menej ako 550 eur. Strana avizuje radikálnu daňovú reformu spočívajúcu v zrušení daní, deklaruje zníženie cien energií, odstránenie finančných skupín zo zdravotníctva.",0
